date,value
2020-01-01 00:00:00,22.261607895031453
2020-01-01 01:00:00,22.39212536871515
2020-01-01 02:00:00,23.52126827306088
2020-01-01 03:00:00,23.991963534843528
2020-01-01 04:00:00,23.824679590654434
2020-01-01 05:00:00,24.339082419974453
2020-01-01 06:00:00,24.021584665758436
2020-01-01 07:00:00,22.296545177671227
2020-01-01 08:00:00,24.67699598655261
2020-01-01 09:00:00,23.110752702288167
2020-01-01 10:00:00,24.33589824996354
2020-01-01 11:00:00,23.080535333922352
2020-01-01 12:00:00,21.670280497234426
2020-01-01 13:00:00,18.991798094236326
2020-01-01 14:00:00,18.362748391826926
2020-01-01 15:00:00,15.216959505822778
2020-01-01 16:00:00,15.443712369752028
2020-01-01 17:00:00,14.651754186697179
2020-01-01 18:00:00,12.362471208562647
2020-01-01 19:00:00,13.679896655001196
2020-01-01 20:00:00,14.089559763471428
2020-01-01 21:00:00,15.961678309957831
2020-01-01 22:00:00,19.119595763092292
2020-01-01 23:00:00,20.40712497258154
2020-01-02 00:00:00,
2020-01-02 01:00:00,22.640360050119146
2020-01-02 02:00:00,24.29946906597959
2020-01-02 03:00:00,23.613464636298964
2020-01-02 04:00:00,23.96674942671758
2020-01-02 05:00:00,22.739852198012507
2020-01-02 06:00:00,22.960352929958734
2020-01-02 07:00:00,23.005179220437313
2020-01-02 08:00:00,22.66128132704556
2020-01-02 09:00:00,24.06519913359814
2020-01-02 10:00:00,24.020199204462692
2020-01-02 11:00:00,23.500989789005935
2020-01-02 12:00:00,23.229572523134117
2020-01-02 13:00:00,21.59743142304532
2020-01-02 14:00:00,18.200044248120697
2020-01-02 15:00:00,16.762907948814615
2020-01-02 16:00:00,14.170992429671236
2020-01-02 17:00:00,13.457004313877432
2020-01-02 18:00:00,12.520200440704908
2020-01-02 19:00:00,14.734376308294621
2020-01-02 20:00:00,14.960831501352173
2020-01-02 21:00:00,16.29004279158373
2020-01-02 22:00:00,19.454894857485087
2020-01-02 23:00:00,18.70146325421994
2020-01-03 00:00:00,20.388717924107766
2020-01-03 01:00:00,23.6628169572573
2020-01-03 02:00:00,23.548374758493896
2020-01-03 03:00:00,23.735890946141346
2020-01-03 04:00:00,22.269010136267354
2020-01-03 05:00:00,23.07899135519617
